#,Name,Rating,Phone,Price,Categories,Address,DBA,BUILDING,STREET,BORO,ZIPCODE,OLD,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,Latitude,Longitude
,,,,,,"331 west 51st street manhattan, ny 10019",CARLA,331,WEST 51 STREET,Manhattan,10019.0,331 WEST 51 STREET Manhattan 10019,Mexican,2/26/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,10.0,A,2/26/23,12/4/23,40.7633763,-73.986737
,,,,,,"331 west 51th street manhattan, ny 10019",CARLA,331,WEST 51 STREET,Manhattan,10019.0,331 WEST 51 STREET Manhattan 10019,Mexican,2/26/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2/26/23,12/4/23,40.7633763,-73.986737
,,,,,,"34 1/2 saint marks pl manhattan, ny 10003",BIRRIA LES TACOS,34.5,SAINT MARKS PL,Manhattan,,34.5 SAINT MARKS PL Manhattan,Mexican,8/17/22,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,A,8/17/22,12/4/23,0.0,0.0
,,,,,,"34 ludlow street manhattan, ny 10002",FACTORY TAMAL,34,LUDLOW STREET,Manhattan,10002.0,34 LUDLOW STREET Manhattan 10002,Mexican,5/4/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,5/4/22,12/4/23,40.7159389,-73.990469
,,,,,,"34 ludlow street manhattan, ny 10002",FACTORY TAMAL,34,LUDLOW STREET,Manhattan,10002.0,34 LUDLOW STREET Manhattan 10002,Mexican,5/4/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,5/4/22,12/4/23,40.7159389,-73.990469
,,,,,,"34 ludlow street manhattan, ny 10002",FACTORY TAMAL,34,LUDLOW STREET,Manhattan,10002.0,34 LUDLOW STREET Manhattan 10002,Mexican,6/6/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,8.0,A,6/6/23,12/4/23,40.7159389,-73.990469
,,,,,,"34 ludlow street manhattan, ny 10002",FACTORY TAMAL,34,LUDLOW STREET,Manhattan,10002.0,34 LUDLOW STREET Manhattan 10002,Mexican,6/6/23,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,8.0,A,6/6/23,12/4/23,40.7159389,-73.990469
60.0,Birria LES,4.5,,,Tacos,"34 saint marks place, manhattan, ny 10003",,,,,,,,,,,,,,,,,,
10.0,Los Tacos No.1,4.5,,$,Tacos,"340 lafayette street, manhattan, ny 10012",,,,,,,,,,,,,,,,,,
19.0,Casa Bocado,4.5,12122047502.0,,"Mexican, Latin American, Cocktail Bars","341 broome street, manhattan, ny 10013",,,,,,,,,,,,,,,,,,
140.0,Orale Mexican Kitchen,4.0,12013330001.0,$$,"Mexican, Cocktail Bars","341 grove st, jersey city, nj 07302",,,,,,,,,,,,,,,,,,
,,,,,,"3424 broadway manhattan, ny 10031",PICANTE MEXICAN BAR AND GRILL RESTAURANT,3424,BROADWAY,Manhattan,10031.0,3424 BROADWAY Manhattan 10031,Mexican,10/19/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,10/19/23,12/4/23,40.8228243,-73.953069
,,,,,,"3424 broadway manhattan, ny 10031",PICANTE MEXICAN BAR AND GRILL RESTAURANT,3424,BROADWAY,Manhattan,10031.0,3424 BROADWAY Manhattan 10031,Mexican,3/8/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,3/8/22,12/4/23,40.8228243,-73.953069
,,,,,,"3424 broadway manhattan, ny 10031",PICANTE MEXICAN BAR AND GRILL RESTAURANT,3424,BROADWAY,Manhattan,10031.0,3424 BROADWAY Manhattan 10031,Mexican,3/8/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,3/8/22,12/4/23,40.8228243,-73.953069
116.0,For All Things Good,4.5,,$$,"Cafes, Mexican","343 franklin avenue, brooklyn, ny 11238",,,,,,,,,,,,,,,,,,
,,,,,,"343 pleasant avenue manhattan, ny 10035",BISTRO CASA AZUL,343,PLEASANT AVENUE,Manhattan,10035.0,343 PLEASANT avenue Manhattan 10035,Mexican,1/25/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12.0,A,1/25/23,12/4/23,40.7964944,-73.932111
,,,,,,"343 pleasant avenue manhattan, ny 10035",BISTRO CASA AZUL,343,PLEASANT AVENUE,Manhattan,10035.0,343 PLEASANT avenue Manhattan 10035,Mexican,1/25/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,1/25/23,12/4/23,40.7964944,-73.932111
,,,,,,"3446 broadway manhattan, ny 10031",FRIJOLITO'S RESTAURANT,3446,BROADWAY,Manhattan,10031.0,3446 BROADWAY Manhattan 10031,Mexican,6/7/22,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,10.0,A,6/7/22,12/4/23,40.8235102,-73.952563
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
,,,,,,"345 east 6th street manhattan, ny 10003",345 Cantina,345,EAST 6 STREET,Manhattan,10003.0,345 east 6 STREET Manhattan 10003,Mexican,1/21/23,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,22.0,B,1/21/23,12/4/23,40.7269369,-73.98743
23.0,345 Cantina,4.5,13478487734.0,,"Mexican, Cocktail Bars, Breakfast & Brunch","345 east 6th street, new york, ny 10003",,,,,,,,,,,,,,,,,,
,,,,,,"346 west 46th street manhattan, ny 10036",TITO MURPHY'S,346,WEST 46 STREET,Manhattan,10036.0,346 WEST 46 STREET Manhattan 10036,Mexican,1/11/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,1/11/22,12/4/23,40.7603519,-73.989286
,,,,,,"346 west 46th street manhattan, ny 10036",TITO MURPHY'S,346,WEST 46 STREET,Manhattan,10036.0,346 WEST 46 STREET Manhattan 10036,Mexican,1/11/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,1/11/22,12/4/23,40.7603519,-73.989286
,,,,,,"35 east 21st street manhattan , ny 0010",COSME,35,EAST 21 STREET,Manhattan,10010.0,35 east 21 STREET Manhattan 10010,Mexican,4/18/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,4/18/23,12/4/23,40.7395685,-73.988871
,,,,,,"35 east 21st street manhattan, ny 10010",COSME,35,EAST 21 STREET,Manhattan,10010.0,35 east 21 STREET Manhattan 10010,Mexican,4/18/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,4/18/23,12/4/23,40.7395685,-73.988871
21.0,Ruta Oaxaca Mexican Cuisine,4.5,19293491228.0,$$$,"Mexican, Breakfast & Brunch, Cocktail Bars","35-03 broadway, astoria, ny 11106",,,,,,,,,,,,,,,,,,
,,,,,,"350 5th avenue manhattan, ny  10118",CHIPOTLE MEXICAN GRILL #3641uy;,350,5 AVENUE,Manhattan,10118.0,350 5 avenue Manhattan 10118,Mexican,4/7/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,4/7/23,12/4/23,40.7482689,-73.98469
,,,,,,"350 5th avenue manhattan, ny 10118",CHIPOTLE MEXICAN GRILL #3641uy;,350,5 AVENUE,Manhattan,10118.0,350 5 avenue Manhattan 10118,Mexican,2/3/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6.0,A,2/3/22,12/4/23,40.7482689,-73.98469
,,,,,,"350 5th avenue manhattan, ny 10118",CHIPOTLE MEXICAN GRILL #3641uy;,350,5 AVENUE,Manhattan,10118.0,350 5 avenue Manhattan 10118,Mexican,2/3/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,2/3/22,12/4/23,40.7482689,-73.98469
,,,,,,"350 5th avenue manhattan, ny 10118",CHIPOTLE MEXICAN GRILL #3641uy;,350,5 AVENUE,Manhattan,10118.0,350 5 avenue Manhattan 10118,Mexican,4/7/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,4/7/23,12/4/23,40.7482689,-73.98469
,,,,,,"350 5th avenue manhattan, ny 10118",CHIPOTLE MEXICAN GRILL #3641uy;,350,5 AVENUE,Manhattan,10118.0,350 5 avenue Manhattan 10118,Mexican,2/3/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6.0,A,2/3/22,12/4/23,40.7482689,-73.98469
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,3/7/23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,11.0,A,3/7/23,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,8/31/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,0.0,A,8/31/22,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,3/7/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,3/7/23,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,8/31/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,0.0,A,8/31/22,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,3/7/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,3/7/23,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,8/31/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,0.0,A,8/31/22,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,8/31/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,0.0,A,8/31/22,12/4/23,40.7186919,-74.010408
,,,,,,"353 greenwich street manhattan, ny 10013",ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,Manhattan,10013.0,353 GREENWICH STREET Manhattan 10013,Mexican,8/31/22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,0.0,A,8/31/22,12/4/23,40.7186919,-74.010408
